Article Name,Accessibility Score,Metadata Score,Search Engine Visibility Score,Sharability Score,Indexing Score,Overall Score,Website Link,Article Type,Source,Year,Keywords Used,,,,,,,,
Leadership in the Field of Pollinator Conservation in Massachusetts Cranberry Bogs,3,1,2,3,2,2.3,https://www.bard.edu/cep/blog/?p=12367,Scientific article,The Bard CEP Eco Reader,2020,wild bees,farm,crannberry,native pollinators,,,,,
Limited phenological and dietary overlap between bee communities in spring flowering crops and herbaceous enhancements,1,2,2,2,3,1.7,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/eap.1789?casa_token=NlbZKy5qJs4AAAAA%3A01po6BF0XvPxnMyj1UchtL3fMVjBA_BfTXyieVyuGKOwgQYEdxGESeV4TCGO9YFYjtoHMxzoWzOCCDROiw,Scientific article,Ecological Applications,2018,wild bees,herbicides,native pollinators,,,,,,
Local Plant Diversity Across Multiple Habitats Supports a Diverse Wild Bee Community in Pennsylvania Apple Orchards,1,3,2,3,3,2.0,https://academic.oup.com/ee/article-abstract/45/1/32/2465554,Scientific article,Environmental Entomology,2016,Wild bees,farm,apple,native pollinators,,,,,
Low toxicity crop fungicide (fenbuconazole) impacts reproductive male quality signals leading to a reduction of mating success in a wild solitary bee,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.14169,Scientific article,Journal of Applied Ecology,2022,wild bees,fungicide,native pollinators,,,,,,
Maine Blueberry Farmer Lures Tiny but Mighty Allies,3,1,2,3,2,2.3,https://www.cornucopia.org/2012/07/maine-blueberry-farmer-lures-tiny-but-mighty-allies/,Non-Profit,The Cornucopia Institute,2012,wild bees,farm,blueberry,native pollinators,,,,,
Maintaining habitat diversity at small scales benefits wild bees and pollination services in mountain apple orchards,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1002/2688-8319.12320,Scientific article,Ecological solutions and evidence,2024,Wild bees,farm,apple,native pollinators,,,,,
Making plant–pollinator data collection cheaper for restoration and monitoring,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.14472?casa_token=mlibBigKBd8AAAAA%3Al6HDbeANVOhM7CxT19KG75xQytyyaj4jT8O2dom6sRZbNn88E56tvSTPM_UDch7jkC7fsF9Gf_lmffEEyg,Scientific article,Journal of Applied Ecology,2023,Wild bees,farm,native pollinators,,,,,,
Making Space For Native Bees On A Wisconsin Cranberry Farm,3,1,2,3,2,2.3,https://www.xerces.org/blog/making-space-for-native-bees-on-wisconsin-cranberry-farm,Non-Profit,Xerces Society,2023,wild bees,farm,crannberry,native pollinators,,,,,
Managed and Wild Bee Flower Visitors and Their Potential Contribution to Pollination Services of Low-Chill Highbush Blueberry (Vaccinium corymbosum L.; Ericales: Ericaceae),1,3,2,3,3,2.0,https://academic.oup.com/jee/article-abstract/111/5/2011/5052810,Scientific article,Journal of Economic Entomology,2018,Wild bees,farm,blueberry,native pollinators,,,,,
Managed bumble bees increase flower visitation but not fruit weight in polytunnel strawberry crops,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S1439179117304152?casa_token=E7OXK0_4o40AAAAA:RJ2uwQbSrs1ZJxNOB__MEtCrkAfei1Mu7akvPoOMh7kXt0lIdMZf050fkd97j7KFKRMZ7UzMVnO2,Scientific article,Basic and applied ecology,2018,Wild bees,farm,raspberry,strawberry,,,,,
Managed honey bees as a radar for wild bee decline?,3,3,2,2,3,2.7,https://link.springer.com/article/10.1007/s13592-020-00788-9,Scientific article,Apidologie,2020,Wild bees,Integrated Pest Management,native pollinators,sustainable farming,,,,,
Managing Bees for Delivering Biological Control Agents and Improved Pollination in Berry and Fruit Cultivation,3,3,2,2,3,2.7,https://ageconsearch.umn.edu/record/230384/?v=pdf,Scientific article,Sustainable Agriculture Research,2015,Wild bees,solitary bees,farm,raspberry,berry,,,,
"Managing Floral Resources in Apple Orchards for Pest Control: Ideas, Experiences and Future Directions",3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/10/8/247,Scientific article,Insects,2019,Wild bees,Integrated Pest Management,apple,native pollinators,,,,,
Michigan Cherry Pollination,3,1,1,1,2,1.9,https://icpbees.org/wp-content/uploads/2014/05/MI-Cherry-Factsheet-FINAL.pdf,Government,ICP Bees,Not listed,wild bees,farm,cherry,native pollinators,,,,,
Minimizing Pesticide Risk to Bees in Fruit Crops,3,2,2,1,2,2.3,https://bugwoodcloud.org/resource/files/6317.pdf,Educational Institution,Michigan State University,2015,wild bees,farm,fruit,Midwest,,,,,
Mismatched outcomes for biodiversity and ecosystem services: testing the responses of crop pollinators and wild bee biodiversity to habitat enhancement,1,2,2,3,3,1.8,https://onlinelibrary.wiley.com/doi/full/10.1111/ele.13435?casa_token=plYK13t6-H0AAAAA%3A4TglAx3xQpy9KAGbQ6dIy7360tBKfhhihJqQw2_u7DYsR7IzrXcGewJYzdF2gt6rAwC2h-kAywDAnYqafQ,Scientific article,Ecology Letters,2019,wild bees,pesticides,fruit,Minnesota,,,,,
Mitigation of pollen limitation in the lowbush blueberry agroecosystem: effect of augmenting natural pollinators,3,2,2,3,3,2.6,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/ES15-00148.1,Scientific article,Ecosphere,2015,wild bees,herbicides,blueberry,native pollinators,,,,,
Modeling local spatial patterns of wild bee diversity in Pennsylvania apple orchards,1,3,2,3,3,2.0,https://link.springer.com/article/10.1007/s10980-016-0416-4,Scientific article,Landscape ecology,2016,Wild bees,farm,apple,native pollinators,,,,,
"Modeling the status, trends, and impacts of wild bee abundance in the United States",3,2,2,3,3,2.6,https://www.pnas.org/doi/abs/10.1073/pnas.1517685113,Scientific article,PNAS,2015,Wild bees,apple,Midwest,native pollinators,,,,,
Much more than bees—Wildflower plantings support highly diverse flower-visitor communities from complex to structurally simple agricultural landscapes,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880916301955?casa_token=nC3tLiXFjksAAAAA:FurG7O5fe825Xi7yWxoXhbB-yi1mQoc3A04Z2b1I4ldjk3PJ5Rk4DOcu7khYRYkWkpU1g3tCqeI8,Scientific article,"Agriculture, Ecosystems & Environment",2016,Wild bees,Extension,native pollinators,,,,,,
Multiple Criteria for Evaluating Pollinator Performance in Highbush Blueberry (Ericales: Ericaceae) Agroecosystems,1,3,2,3,3,2.0,https://academic.oup.com/ee/article-abstract/42/6/1201/469514,Scientific article,Environmental Entomology,2013,Wild bees,farm,blueberry,native pollinators,,,,,
Native Bee Benefits,3,2,1,1,3,2.2,https://archive.beebiology.ucdavis.edu/NATIVEBEES/nativebeepamphlet.pdf,Educational Institution,Bryn Mawr College and Rutgers University,2009,wild bees,farm,fruit,native pollinators,,,,,
Native bees (Hymenoptera: Apoidea) and berry polycultures: Studying farmers’ motivations for diversification and the impact of mass floral resources on pollinator communities,3,2,2,3,3,2.6,https://scholarworks.uvm.edu/hcoltheses/272/,Educational Institution,The University of Vermont,2017,Wild bees,farm,raspberry,native pollinators,,,,,
Native bees for agricultural producers,3,1,2,1,2,2.1,https://www.pollinatorprojectroguevalley.org/native-bees-for-agriculture,Non-Profit,Pollinator Project Rogue Valley,Not listed,wild bees,farm,fruit,native pollinators,,,,,
Native bees in Illinois,3,1,2,1,2,2.1,https://extension.illinois.edu/insects/native-bees,Educational Institution,University of Illinois,,Wild bees,farm,native pollinators,,,,,,
Native bees often better pollinators than honey bee,3,2,2,1,2,2.3,https://vcresearch.berkeley.edu/news/native-bees-often-better-pollinators-honey-bee,Government,Berkely Research,2011,wild bees,farm,fruit,native pollinators,,,,,
"Native Bees, Honeybees, and Pollination in Oregon Cranberries",3,1,3,3,3,2.6,https://journals.ashs.org/hortsci/view/journals/hortsci/46/6/article-p885.xml,Scientific article,HortScience,2011,Wild bees,farm,crannberry,native pollinators,,,,,
Native Plant Conservation Strips for Sustainable Pollination and Pest Control in Fruit Crops,3,2,2,1,3,2.4,https://projects.sare.org/project-reports/lnc08-297/,Government,SARE,2011,Wild bees,Integrated Pest Management,apple,native pollinators,,,,,
Native pollinators alone provide full pollination on small-scale commercial cranberry (Ericaceae) farms,1,2,3,3,3,2.0,https://www.cambridge.org/core/journals/canadian-entomologist/article/abs/native-pollinators-alone-provide-full-pollination-on-smallscale-commercial-cranberry-ericaceae-farms/649ED7B979E07E061B67A50590343EBE,Scientific article,The Canadian Entomologist,2019,Wild bees,farm,crannberry,native pollinators,,,,,
Native wildflower plantings support wild bee abundance and diversity in agricultural landscapes across the United States,1,2,2,2,3,1.7,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/14-1748.1?casa_token=3h_nfGN1jpUAAAAA%3AynnNF2jtUBk6BmraKSz5oVe6-fOeFIIMXrAKC7QbKSHGPfn_MAZ_Lwn31aAF-NK8isMf-3qHk_7oic9DxQ,Scientific article,Ecological Applications,2015,Wild bees,pesticides,farm,Midwest,,,,,
Negative effects of pesticides on wild bee communities can be buffered by landscape context,1,3,3,3,3,2.2,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2015.0299,Scientific article,Proceedings of the Royal Society B,2015,Wild bees,IPM,herbicides,Michigan,,,,,
Neonicotinoid pesticide exposure impairs crop pollination services provided by bumblebees,1,2,2,2,3,1.7,https://www.nature.com/articles/nature16167,Scientific article,Nature,2015,wild bees,pesticides,native pollinators,,,,,,
Neonicotinoid Pesticides In Wisconsin Groundwater and Surface Water,3,1,2,1,3,2.2,https://datcp.wi.gov/Documents/NeonicotinoidReport.pdf,Government,WI DOA,2019,wild bees,herbicides,Wisconsin,native pollinators,,,,,
Nests for pollinators,3,1,2,1,2,2.1,https://extension.umn.edu/lawns-and-landscapes/pollinator-nests,Educational Institution,UMN Extension,2018,Wild bees,farm,native pollinators,,,,,,
New and Noteworthy Records of Bees (Hymenoptera: Apoidea: Anthophila) for Connecticut,1,2,2,2,3,1.7,https://bioone.org/journals/Journal-of-the-Kansas-Entomological-Society/volume-89/issue-2/0022-8567-89.2.138/New-and-Noteworthy-Records-of-Bees-Hymenoptera--Apoidea/10.2317/0022-8567-89.2.138.short,Scientific article,Journal of the Kansas Entomological Society,2016,wild bees,pesticides,fruit,Great Lakes,,,,,
"New App Helps Wisconsin Farmers, Researchers Track Wild Bee Populations",3,1,2,1,2,2.1,https://www.wpr.org/animals/endangered-species/new-app-helps-wisconsin-farmers-researchers-track-wild-bee-populations,Government,Wisconsin Public Radio,2020,wild bees,farm,apple,native pollinators,,,,,
New Study Examines Bee Communities Across Apple Orchards in Every New Hampshire County,3,1,2,3,3,2.4,https://www.unh.edu/unhtoday/2023/06/whats-all-buzz-around-granite-state-apples,Educational Institution,University of New Hampshire,2023,wild bees,farm,apple,native pollinators,,,,,
No evidence for impaired solitary bee fitness following pre-flowering sulfoxaflor application alone or in combination with a common fungicide in a semi-field experiment,3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0160412022001787,Scientific article,Environment International,2022,wild bees,fungicide,native pollinators,,,,,,
"No evidence of effects or interaction between the widely used herbicide, glyphosate, and a common parasite in bumble bees",3,2,2,3,3,2.6,https://peerj.com/articles/12486/,Scientific article,PeerJ,2021,wild bees,herbicides,native pollinators,,,,,,
Non-cultivated plants present a season-long route of pesticide exposure for honey bees,3,2,2,2,3,2.5,https://www.nature.com/articles/ncomms11629,Scientific article,Nature Communications,2016,wild bees,pesticides,native pollinators,,,,,,
Non-insecticide pesticide impacts on bees: A review of methods and reported outcomes,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880921001274?casa_token=31Oy8nefADQAAAAA:jZvC8-ag0srZrbrdQgR6Vg-RKGF3TU5PIyRb1HprD07VtaJWjJwuLDkTcQICmbpHza7kS3EGKiaL,Scientific article,"Agriculture, Ecosystems & Environment",2021,wild bees,herbicides,native pollinators,,,,,,
Notes on the Native Bee Pollinators in New York Apple Orchards,1,2,2,2,3,1.7,https://www.jstor.org/stable/25010541,Scientific article,Journal of New York Entomological Society,2006,wild bees,farm,apple,native pollinators,,,,,
Novel indices reveal that pollinator exposure to pesticides varies across biological compartments and crop surroundings,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0048969724022617?casa_token=we_MI_BE-8EAAAAA:zVltRBrDwM9IUohU2dFnnF7rFlfNx1TkxcvJffjvZT2IZVuGwWQfLI9zvepzRXqsEK4pVzb-8gIv,Scientific article,Science of the Total Environment,2024,wild bees,pesticides,native pollinators,,,,,,
Only a few bee species thrive in the killing fields of industrial agriculture,3,1,2,2,2,2.2,https://feralatlas.supdigital.org/poster/only-a-few-bee-species-thrive-in-the-killing-fields-of-industrial-agriculture,Educational Institution,Stanford University,2021,wild bees,farm,fruit,native pollinators,,,,,
Oral or Topical Exposure to Glyphosate in Herbicide Formulation Impacts the Gut Microbiota and Survival Rates of Honey Bees,3,2,2,3,3,2.6,https://journals.asm.org/doi/full/10.1128/aem.01150-20,Scientific article,Applied and Environmnetal Microbiology,2020,wild bees,herbicides,Minnesota,native pollinators,,,,,
Orchard Pollination - The Role of Pollen Bees,3,1,2,3,2,2.3,https://extension.psu.edu/orchard-pollination-the-role-of-pollen-bees,Educational Institution,PennState Extension,2023,Wild bees,farm,fruit,native pollinators,,,,,
Orchard pollination: wild bees,3,1,1,3,2,2.1,https://extension.psu.edu/orchard-pollination-wild-bees,Educational Institution,Penn State Extension,2011,Wild bees,Apples,native pollinators,pollination services,,,,,
Orchard Pollination: Wild Bees,3,1,2,3,2,2.3,https://extension.psu.edu/orchard-pollination-wild-bees,Educational Institution,PennState Extension,2023,Wild bees,farm,farm,fruit,,,,,
Oregon State Extension Trains New B-Team to Assess the Status of Oregon’s Wild Bees,3,1,2,3,2,2.3,https://www.nifa.usda.gov/about-nifa/impacts/oregon-state-extension-trains-new-b-team-assess-status-oregons-wild-bees,Government,USDA NIFA,2024,Wild bees,farm,native pollinators,,,,,,
Organic Control Strategies for Use in IPM of Invertebrate Pests in Apple and Pear Orchards,3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/12/12/1106,Scientific article,Insects,2021,Wild bees,Integrated Pest Management,apple,native pollinators,,,,,
Organic Establishment of Pollination Reservoirs in the Lowbush Blueberry (Ericales: Ericaceae) Agroecosystem,3,3,2,2,3,2.7,https://www.degruyter.com/document/doi/10.1515/opag-2018-0044/html,Scientific article,Open Agriculture,2018,wild bees,herbicides,blueberry,native pollinators,,,,,
Organic Farming for Bees,3,1,2,1,2,2.1,https://ofrf.org/wp-content/uploads/2019/09/organic-farming-for-bees-xerces-society_0.pdf,Non-Profit,Xerxes Society,2007,Wild bees,farm,fruit,native pollinators,,,,,
Organic Farming Improves Pollination Success in Strawberries,3,2,3,3,3,2.8,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0031599,Scientific article,PLOS one,2012,Wild bees,farm,strawberry,native pollinators,,,,,
Organic management in apple orchards: Higher impacts on biological control than on pollination,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13247,Scientific article,Journal of Applied Ecology,2018,Wild bees,Integrated Pest Management,apple,native pollinators,,,,,
Over-informed on IPM - Episode 006: Wild Blueberries and Their Wild Pollinators,3,1,1,3,3,2.2,https://extension.unh.edu/blog/2019/05/over-informed-ipm-episode-006-wild-blueberries-their-wild-pollinators,Educational Institution,University of New Hampshire,2019,wild bees,farm,blueberry,native pollinators,,,,,
Pennsylvania Apple Pollination,3,1,2,1,2,2.1,https://icpbees.org/wp-content/uploads/2016/05/PA-Apple-Pollination-Factsheet-Final.pdf,Non-Profit,Project Integrated Crop Pollination,Not listed,wild bees,farm,apple,native pollinators,,,,,
"Perspective Chapter: Wild Bees – Importance, Threats, and Conservation Challenges",3,3,2,2,3,2.7,https://www.intechopen.com/online-first/1169137,Government,Book: Insect Conservation - Challenges and Possibilities in a Changing World,,wild bees,pesticides,native pollinators,,,,,,
Pesticide and resource stressors additively impair wild bee reproduction,3,3,2,3,3,2.8,https://royalsocietypublishing.org/doi/full/10.1098/rspb.2020.1390,Scientific article,Proceedings of the Royal Society B,2020,wild bees,pesticides,native pollinators,,,,,,
"Pesticide Contamination in Native North American Crops, Part I—Development of a Baseline and Comparison of Honey Bee Exposure to Residues in Lowbush Blueberry and Cranberry",3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/15/7/489,Scientific article,Insects,2024,Wild bees,farm,herbicides,pesticides,crannberry,Michigan,,,
Pesticide contamination of beeswax from managed honey bee colonies in New York State,3,2,2,3,3,2.6,https://journals.sagepub.com/doi/full/10.1177/10406387231199098?casa_token=ux6f2glxCOAAAAAA%3AYUPSXiVWsE_Z4F3z2LqN3p81qxs6wVuqzyywOC4eVHNRjhAqW2CgeltbJoOX1CXGXYJEwR9MXFASbvo,Scientific article,Journal of Verterinary Diagnostic Investigation,2023,wild bees,pesticides,fruit,Great Lakes,,,,,
Pesticide Exposure and Effects on Non-Apis Bees,3,3,2,2,3,2.7,https://www.annualreviews.org/content/journals/10.1146/annurev-ento-040323-020625,Scientific article,Annual Review of Entomology,2023,wild bees,pesticides,native pollinators,,,,,,
"Pesticide hazard, floral resource availability and natural enemies interactively drive the fitness of bee species depending on their crop fidelity",3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0048969724011975,Scientific article,Science of the Total Environment,2024,wild bees,fungicide,pesticides,apple,,,,,
Pesticide mixtures detected in crop and non-target wild plant pollen and nectar,3,3,2,3,3,2.8,https://www.sciencedirect.com/science/article/pii/S0048969723015899,Scientific article,Science of the Total Environment,2023,wild bees,herbicides,berries,native pollinators,,,,,
Pesticide Pollution: Potential Risk to Insect Pollinators and Possible Management Strategies,1,2,2,3,3,1.8,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003471196-3/pesticide-pollution-potential-risk-insect-pollinators-possible-management-strategies-mohd-salim-reshi-tariq-ahmad-sheikh-darakhshan-javaid-shahid-yousuf-ganie-manzoor-ahmad-ganie-misbah-ajaz-malik,Government,Book: Insect Diversity and Ecosystem Services,2024,wild bees,integrated pest management,native pollinators,sustainable farming,,,,,
Pesticide Residues and Bees – A Risk Assessment,3,2,2,3,3,2.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0094482,Scientific article,PLOS one,2014,wild bees,pesticides,native pollinators,,,,,,
Pesticide risk during commercial apple pollination is greater for honeybees than other managed and wild bees,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.14661?casa_token=49UOSSmvK6YAAAAA%3A6Z8aQO-BSRV6Q8BeBQxDsBQL3k_Qqnmz0t2u3XzisYaDuX4LrPNpcHwWPGpLgxt0IfpCSTvbLtskEyEK3g,Scientific article,Journal of applied Ecology,2024,Wild bees,farm,IPM,pesticides,apple,fruit,Great Lakes,,
Pesticide use negatively affects bumble bees across European landscapes,3,2,2,2,3,2.5,https://www.nature.com/articles/s41586-023-06773-3,Scientific article,Nature,2023,wild bees,pesticides,native pollinators,,,,,,
Pesticides and bees,1,3,2,3,3,2.0,https://academic.oup.com/ee/article-abstract/12/5/1513/2393567,Scientific article,Environmental Entomology,1983,wild bees,pesticides,native pollinators,,,,,,
Pesticides and bees: Ecological-economic modelling of bee populations on farmland,3,1,3,3,3,2.6,https://www.sciencedirect.com/science/article/pii/S0304380016306846?casa_token=SJolwqa7DmgAAAAA:2oUd_-kAohAO6dapz6tbAmqUM2I4J9ywxxa4L9ChL4IoOk_N2btyTcaTb1AiYElhhDyKx67jzSzQ,Scientific article,Ecological Modeling,2017,Wild bees,farm,Extension,pesticides,fruit,,,,
Pesticides and Decline in Pollinator Populations,1,1,2,1,1,1.2,https://sorry.rutgers.edu/index.html?rucore.libraries.rutgers.edu/rutgers-lib/56033/,Educational Institution,Rutgers University,2012,wild bees,pesticides,fruit,Great Lakes,,,,,
Pesticides and Pollinators,3,1,2,2,3,2.3,https://www.annualreviews.org/content/journals/10.1146/annurev.en.22.010177.001141,Scientific article,Annual Review of Entomology,1977,wild bees,pesticides,fruit,Wisconsin,,,,,
Pesticides and pollinators: A socioecological synthesis,3,3,3,3,3,3.0,https://www.sciencedirect.com/science/article/pii/S0048969719300166,Scientific article,Science of the Total Environment,2019,wild bees,pesticides,fruit,Minnesota,,,,,
"Pesticides and reduced-risk insecticides, native bees and pantropical stingless bees: pitfalls and perspectives",1,2,3,2,3,1.9,https://scijournals.onlinelibrary.wiley.com/doi/full/10.1002/ps.4025?casa_token=tcxAckcZwHIAAAAA%3A5mKKyG3N_NXTG4rFVDWa0G6nG4fub_RxviREnoeeZqvO7j-P5MmYqITsHT5kWdFTpqjOtAKkpcP8qF8PDA,Scientific article,Pest Management Science,2015,Wild bees,IPM,pesticides,native pollinators,,,,,
"Pesticides in Bee World 75, 50 and 25 Years Ago",1,2,2,3,3,1.8,https://www.tandfonline.com/doi/full/10.1080/0005772X.2016.1227548?casa_token=wUi8jAG0aDAAAAAA:tr_e_-HfcQG_XEwuOE2JTLpI0SEuwqcCsOpkUrzU9rU2gQP16kvNSQMeTNS8LMgeYdUe3bL3BknhgqE&casa_token=UM_UaXFr6a8AAAAA:eSVL9hlxKhTnPYk7Pe7pYiWgxzvk9Bi9oaPxNXOnvWLivKURSq8SiART6NnCPemlVmrtCiq_k6qWRq8,Scientific article,Bee World,2016,wild bees,herbicides,Michigan,native pollinators,,,,,
Pesticides put our food security at risk by reducing bee survival almost five times,1,3,2,2,3,1.9,https://link.springer.com/article/10.1007/s13592-024-01087-3,Scientific article,Apidologie,2024,wild bees,pesticides,herbicides,native pollinators,,,,,
Phenological overlap between crop and pollinators: Contrasting influence of native and non-native bees on raspberry fruits over the flowering season,3,2,3,3,3,2.8,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.14519,Scientific article,Journal of applied Ecology,2023,Wild bees,farm,raspberry,native pollinators,,,,,
Plants for Year-round Bee Forage,3,1,2,1,2,2.1,https://bees.caes.uga.edu/bees-beekeeping-pollination/pollination/pollination-plants-for-year-round-bee-forage.html,Educational Institution,University of Georgia Bee Program,Not listed,wild bees,farm,fruit,native pollinators,,,,,
Pollinated Foods,3,1,2,1,2,2.1,https://www.pollinator.org/pollinated-food,Non-Profit,Pollinator Partnership,1996-2024,wild bees,farm,fruit,native pollinators,,,,,
Pollination,3,2,1,1,3,2.2,https://mwveguide.org/uploads/pdfs/09-Pollination_2023-12-20-140336_gpwk.pdf,Government,Book: Midwest Vegetable Production,2022,wild bees,farm,fruit,Midwest,,,,,
Pollination and pollinators of haskap (Lonicera caerulea),3,3,3,2,3,2.9,https://www.researchgate.net/profile/Marian-Hybl-2/publication/330738582_Pollination_and_pollinators_of_haskap_Lonicera_caerulea/links/5c51c3f1a6fdccd6b5d4df1e/Pollination-and-pollinators-of-haskap-Lonicera-caerulea.pdf,Scientific article,MendelNet,2018,Wild bees,farm,honeyberry,native pollinators,,,,,
Pollination by wild bees yields larger strawberries than pollination by honey bees,3,1,2,3,3,2.4,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13344,Scientific article,British Ecological Society,2019,Wild bees,farm,fruit,native pollinators,,,,,
Pollination Costs and Benefits: Cranberries,3,2,2,1,2,2.3,https://www.sare.org/publications/managing-alternative-pollinators/chapter-one-the-business-of-pollination/pollination-costs-and-benefits-cranberries/,Government,SARE:Managing alternative pollinators,Not listed,wild bees,farm,crannberry,native pollinators,,,,,
Pollination Efficiency of Managed Bee Species (Apis mellifera and Bombus pauloensis) in Highbush Blueberry (Vaccinium corymbosum) Productivity,3,3,2,3,3,2.8,https://sciendo.com/article/10.2478/johr-2020-0003,Scientific article,Journal of Horticultural Research,2020,Wild bees,farm,blueberry,native pollinators,,,,,
"Pollination of commercial cranberry (Vaccinium macrocarpon
Ait.) by native and introduced managed bees in Newfoundland",3,2,3,1,3,2.6,https://acadianes.org/journal/papers/hicks_16-2.pdf,Scientific article,Journal Academy Entomological Society,2016,Wild bees,solitary bees,farm,crannberry,,,,,
Pollination practices and grower perceptions of managed bumble bees (Bombus spp.) as pollinators of cranberry in Quebec and Wisconsin,3,3,3,3,3,3.0,https://www.cambridge.org/core/journals/renewable-agriculture-and-food-systems/article/pollination-practices-and-grower-perceptions-of-managed-bumble-bees-bombus-spp-as-pollinators-of-cranberry-in-quebec-and-wisconsin/6C3D199F3EDD8BA924C1850D33CD8FCE,Scientific article,Renewable Agriculture and Food Systems,2023,Wild bees,farm,crannberry,native pollinators,,,,,
Pollination reservoirs for wild bee habitat enhancement in cropping systems: a review,1,3,3,3,3,2.2,https://www.tandfonline.com/doi/full/10.1080/21683565.2016.1258377?casa_token=kIcoGFfjxR8AAAAA%3AEVNdGsrkpSfYTJcLRa6dZAn6B2RRZTTJxfM2v453-tNJAYz5JnZICt84vznDuUGfTRD0tL2DnNE4H1w,Scientific article,Agroecology and Sustainable Food Systems,2017,Wild bees,Extension,native pollinators,,,,,,
Pollination Reservoirs in Lowbush Blueberry (Ericales: Ericaceae),3,3,2,3,3,2.8,https://academic.oup.com/jee/article/110/2/333/2877238,Scientific article,Journal of Economic Entomology,2017,Wild bees,farm,blueberry,native pollinators,,,,,
Pollination services for apple are dependent on diverse wild bee communities,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880916300020?casa_token=BTPmOGHgfaMAAAAA:e5yDMXyMOAhBapQSLgxUXaw1DHC6RujVHi5fgGLDdvs2k_07T1lS5ejJdj1dCJZyxbCOiAC8whfe,Scientific article,"Agriculture, Ecosystems & Environment",2016,Wild bees,IPM,farm,apple,fruit,,,,
Pollination services in tomatoes,3,1,1,1,2,1.9,https://vegcropshotline.org/article/pollination-services-in-tomatoes/,Educational Institution,Purdue University,2023,wild bees,farm,fruit,Midwest,,,,,
"Pollination, seed set and fruit quality in apple: studies with Osmia lignaria (Hymenoptera: Megachilidae) in the Annapolis Valley, Nova Scotia, Canada",3,2,2,2,3,2.5,https://pollinationecology.org/index.php/jpe/article/view/229,Scientific article,Journal of Pollination Ecology,2014,wild bees,pesticides,fruit,Minnesota,,,,,
Pollinator activity under climate change,3,2,2,1,3,2.4,https://www.duo.uio.no/bitstream/handle/10852/52498/1/Pollinator-Activity-under-Climate-Change.pdf,Educational Institution,University of Oslo,2016,Wild bees,farm,raspberry,native pollinators,,,,,
Pollinator Best Management Practices for Apples,2,1,2,1,2,1.7,https://usapple.org/wp-content/uploads/2022/03/2022_03_18_USAPPLE_PollinatorReport_F.pdf,Government,US Apple/Honeybee Health Coalition,,wild bees,farm,apple,native pollinators,,,,,
Pollinator communities in strawberry crops – variation at multiple spatial scales,1,3,3,3,3,2.2,https://www.cambridge.org/core/journals/bulletin-of-entomological-research/article/abs/pollinator-communities-in-strawberry-crops-variation-at-multiple-spatial-scales/37C0C2E1A475848BEAFF251844E77DC1,Scientific article,Bulletin of entomological research,2015,Wild bees,farm,strawberry,native pollinators,,,,,
"Pollinator diversity, floral resources and semi-natural habitat, instead of honey bees and intensive agriculture, enhance pollination service to sweet cherry",1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880919302026?casa_token=k4X0JDcFDPgAAAAA:CBIkhDZhkFyIjFHxZabKLtDgsYuQLWNvDlT4Bblav4elgBr49YxFSvQa5ih6d6Sysn0lQXIFegkC,Scientific article,"Agriculture, Ecosystems & Environment",2019,wild bees,herbicides,native pollinators,,,,,,
Pollinator exposure to systemic insecticides and fungicides applied in the previous fall and pre-bloom period in apple orchards,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0269749119354727?casa_token=jU180IieEpMAAAAA:OIHdENPlCjxITW9V4LzrOTGMjvqtWL0T1GMF7brxtgD-Nw7r_wuhg4VzJeL7vOFU0iKoltShqll9,Scientific article,Environmental Pollution,2020,wild bees,fungicide,pesticides,apple,,,,,
